pseudo_bulk	cluster	annotation
C243_Hajk_S10	0	myeloid
C282_Hajk_S10	1	epithelial
C347_Hajk_S10	0	myeloid
C59_Hajk_S10	4	epithelial_malignant
C608_Hajk_S10	6	endothelial
I124_Hajk_S10	5	fibroblast
I128_Hajk_S10	4	epithelial_malignant
I134_Hajk_S10	4	epithelial_malignant
I157_Hajk_S10	5	fibroblast
I165_Hajk_S10	4	epithelial_malignant
I170_Hajk_S10	4	epithelial_malignant
I171_Hajk_S10	4	epithelial_malignant
I172_Hajk_S10	5	fibroblast
I176_Hajk_S10	4	epithelial_malignant
I215_Hajk_S10	4	epithelial_malignant
I21_Hajk_S10	4	epithelial_malignant
I226_Hajk_S10	3	lymphoid
I233_Hajk_S10	0	myeloid
I241_Hajk_S10	4	epithelial_malignant
I242_Hajk_S10	3	lymphoid
I256_Hajk_S10	4	epithelial_malignant
I277_Hajk_S10	5	fibroblast
I300_Hajk_S10	0	myeloid
I32_Hajk_S10	4	epithelial_malignant
I352_Hajk_S10	4	epithelial_malignant
I362_Hajk_S10	6	endothelial
I368_Hajk_S10	5	fibroblast
I36_Hajk_S10	4	epithelial_malignant
I385_Hajk_S10	5	fibroblast
I388_Hajk_S10	4	epithelial_malignant
I39_Hajk_S10	4	epithelial_malignant
I40_Hajk_S10	4	epithelial_malignant
I41_Hajk_S10	0	myeloid
I420_Hajk_S10	4	epithelial_malignant
I42_Hajk_S10	4	epithelial_malignant
I437_Hajk_S10	6	endothelial
I46_Hajk_S10	1	epithelial
I48_Hajk_S10	6	endothelial
I58_Hajk_S10	0	myeloid
I647_Hajk_S10	6	endothelial
I66_Hajk_S10	4	epithelial_malignant
I672_Hajk_S10	6	endothelial
I67_Hajk_S10	4	epithelial_malignant
I68_Hajk_S10	5	fibroblast
I706_Hajk_S10	6	endothelial
I715_Hajk_S10	0	myeloid
I74_Hajk_S10	4	epithelial_malignant
I75_Hajk_S10	5	fibroblast
I771_Hajk_S10	2	myeloid
I77_Hajk_S10	5	fibroblast
I85_Hajk_S10	4	epithelial_malignant
I88_Hajk_S10	5	fibroblast
I94_Hajk_S10	4	epithelial_malignant
C113_Hajk_S11	4	epithelial_malignant
C169_Hajk_S11	2	myeloid
C254_Hajk_S11	3	lymphoid
C260_Hajk_S11	3	lymphoid
C492_Hajk_S11	3	lymphoid
C579_Hajk_S11	3	lymphoid
C706_Hajk_S11	3	lymphoid
I101_Hajk_S11	6	endothelial
I102_Hajk_S11	5	fibroblast
I105_Hajk_S11	4	epithelial_malignant
I118_Hajk_S11	4	epithelial_malignant
I142_Hajk_S11	1	epithelial
I195_Hajk_S11	5	fibroblast
I208_Hajk_S11	2	myeloid
I214_Hajk_S11	0	myeloid
I241_Hajk_S11	6	endothelial
I24_Hajk_S11	5	fibroblast
I339_Hajk_S11	0	myeloid
I33_Hajk_S11	5	fibroblast
I35_Hajk_S11	5	fibroblast
I36_Hajk_S11	1	epithelial
I37_Hajk_S11	3	lymphoid
I41_Hajk_S11	4	epithelial_malignant
I45_Hajk_S11	4	epithelial_malignant
I46_Hajk_S11	4	epithelial_malignant
I47_Hajk_S11	0	myeloid
I49_Hajk_S11	1	epithelial
I52_Hajk_S11	4	epithelial_malignant
I54_Hajk_S11	4	epithelial_malignant
I57_Hajk_S11	4	epithelial_malignant
I63_Hajk_S11	6	endothelial
I69_Hajk_S11	4	epithelial_malignant
I71_Hajk_S11	5	fibroblast
I72_Hajk_S11	4	epithelial_malignant
I94_Hajk_S11	1	epithelial
I97_Hajk_S11	4	epithelial_malignant
C13_Hajk_S12	4	epithelial_malignant
C169_Hajk_S12	4	epithelial_malignant
C185_Hajk_S12	3	lymphoid
C2_Hajk_S12	1	epithelial
C342_Hajk_S12	1	epithelial
C522_Hajk_S12	3	lymphoid
C569_Hajk_S12	0	myeloid
C77_Hajk_S12	1	epithelial
I100_Hajk_S12	4	epithelial_malignant
I106_Hajk_S12	4	epithelial_malignant
I107_Hajk_S12	1	epithelial
I110_Hajk_S12	1	epithelial
I114_Hajk_S12	5	fibroblast
I116_Hajk_S12	4	epithelial_malignant
I117_Hajk_S12	3	lymphoid
I118_Hajk_S12	3	lymphoid
I132_Hajk_S12	0	myeloid
I152_Hajk_S12	5	fibroblast
I164_Hajk_S12	5	fibroblast
I170_Hajk_S12	0	myeloid
I214_Hajk_S12	0	myeloid
I228_Hajk_S12	0	myeloid
I231_Hajk_S12	4	epithelial_malignant
I235_Hajk_S12	5	fibroblast
I25_Hajk_S12	4	epithelial_malignant
I267_Hajk_S12	1	epithelial
I272_Hajk_S12	4	epithelial_malignant
I280_Hajk_S12	4	epithelial_malignant
I287_Hajk_S12	0	myeloid
I289_Hajk_S12	5	fibroblast
I295_Hajk_S12	4	epithelial_malignant
I297_Hajk_S12	4	epithelial_malignant
I318_Hajk_S12	4	epithelial_malignant
I360_Hajk_S12	0	myeloid
I364_Hajk_S12	4	epithelial_malignant
I369_Hajk_S12	4	epithelial_malignant
I36_Hajk_S12	5	fibroblast
I374_Hajk_S12	0	myeloid
I409_Hajk_S12	0	myeloid
I40_Hajk_S12	4	epithelial_malignant
I435_Hajk_S12	3	lymphoid
I442_Hajk_S12	4	epithelial_malignant
I452_Hajk_S12	0	myeloid
I465_Hajk_S12	4	epithelial_malignant
I478_Hajk_S12	2	myeloid
I500_Hajk_S12	0	myeloid
I501_Hajk_S12	3	lymphoid
I51_Hajk_S12	4	epithelial_malignant
I55_Hajk_S12	0	myeloid
I564_Hajk_S12	0	myeloid
I60_Hajk_S12	4	epithelial_malignant
I634_Hajk_S12	3	lymphoid
I66_Hajk_S12	5	fibroblast
I77_Hajk_S12	5	fibroblast
I78_Hajk_S12	4	epithelial_malignant
I79_Hajk_S12	4	epithelial_malignant
I80_Hajk_S12	4	epithelial_malignant
I81_Hajk_S12	1	epithelial
I82_Hajk_S12	5	fibroblast
I86_Hajk_S12	0	myeloid
I88_Hajk_S12	6	endothelial
I90_Hajk_S12	0	myeloid
I96_Hajk_S12	6	endothelial
C1041_Hajk_S13	3	lymphoid
C1395_Hajk_S13	1	epithelial
C453_Hajk_S13	1	epithelial
C51_Hajk_S13	3	lymphoid
C606_Hajk_S13	0	myeloid
C899_Hajk_S13	2	myeloid
I100_Hajk_S13	4	epithelial_malignant
I101_Hajk_S13	5	fibroblast
I1043_Hajk_S13	1	epithelial
I104_Hajk_S13	5	fibroblast
I110_Hajk_S13	5	fibroblast
I118_Hajk_S13	3	lymphoid
I121_Hajk_S13	4	epithelial_malignant
I136_Hajk_S13	4	epithelial_malignant
I148_Hajk_S13	5	fibroblast
I151_Hajk_S13	4	epithelial_malignant
I167_Hajk_S13	4	epithelial_malignant
I179_Hajk_S13	1	epithelial
I188_Hajk_S13	4	epithelial_malignant
I189_Hajk_S13	4	epithelial_malignant
I19_Hajk_S13	1	epithelial
I205_Hajk_S13	0	myeloid
I213_Hajk_S13	4	epithelial_malignant
I215_Hajk_S13	5	fibroblast
I227_Hajk_S13	0	myeloid
I242_Hajk_S13	5	fibroblast
I243_Hajk_S13	5	fibroblast
I244_Hajk_S13	1	epithelial
I271_Hajk_S13	1	epithelial
I333_Hajk_S13	6	endothelial
I36_Hajk_S13	5	fibroblast
I398_Hajk_S13	4	epithelial_malignant
I41_Hajk_S13	6	endothelial
I44_Hajk_S13	5	fibroblast
I471_Hajk_S13	4	epithelial_malignant
I50_Hajk_S13	6	endothelial
I55_Hajk_S13	2	myeloid
I58_Hajk_S13	4	epithelial_malignant
I61_Hajk_S13	0	myeloid
I645_Hajk_S13	3	lymphoid
I64_Hajk_S13	3	lymphoid
I65_Hajk_S13	5	fibroblast
I67_Hajk_S13	6	endothelial
I68_Hajk_S13	0	myeloid
I75_Hajk_S13	4	epithelial_malignant
I76_Hajk_S13	3	lymphoid
I77_Hajk_S13	5	fibroblast
I79_Hajk_S13	0	myeloid
I81_Hajk_S13	4	epithelial_malignant
I846_Hajk_S13	3	lymphoid
I88_Hajk_S13	5	fibroblast
I93_Hajk_S13	0	myeloid
I96_Hajk_S13	3	lymphoid
C1262_Hajk_S14	4	epithelial_malignant
C373_Hajk_S14	4	epithelial_malignant
C600_Hajk_S14	4	epithelial_malignant
C901_Hajk_S14	1	epithelial
C948_Hajk_S14	3	lymphoid
I103_Hajk_S14	1	epithelial
I112_Hajk_S14	4	epithelial_malignant
I114_Hajk_S14	0	myeloid
I119_Hajk_S14	5	fibroblast
I122_Hajk_S14	5	fibroblast
I143_Hajk_S14	4	epithelial_malignant
I148_Hajk_S14	1	epithelial
I160_Hajk_S14	4	epithelial_malignant
I163_Hajk_S14	4	epithelial_malignant
I171_Hajk_S14	4	epithelial_malignant
I175_Hajk_S14	5	fibroblast
I182_Hajk_S14	5	fibroblast
I200_Hajk_S14	4	epithelial_malignant
I214_Hajk_S14	4	epithelial_malignant
I221_Hajk_S14	5	fibroblast
I233_Hajk_S14	0	myeloid
I261_Hajk_S14	4	epithelial_malignant
I280_Hajk_S14	4	epithelial_malignant
I31_Hajk_S14	4	epithelial_malignant
I345_Hajk_S14	5	fibroblast
I346_Hajk_S14	5	fibroblast
I382_Hajk_S14	0	myeloid
I401_Hajk_S14	3	lymphoid
I41_Hajk_S14	5	fibroblast
I42_Hajk_S14	6	endothelial
I472_Hajk_S14	4	epithelial_malignant
I474_Hajk_S14	4	epithelial_malignant
I47_Hajk_S14	1	epithelial
I48_Hajk_S14	4	epithelial_malignant
I49_Hajk_S14	0	myeloid
I51_Hajk_S14	4	epithelial_malignant
I53_Hajk_S14	4	epithelial_malignant
I58_Hajk_S14	5	fibroblast
I60_Hajk_S14	4	epithelial_malignant
I62_Hajk_S14	4	epithelial_malignant
I677_Hajk_S14	4	epithelial_malignant
I67_Hajk_S14	4	epithelial_malignant
I69_Hajk_S14	5	fibroblast
I702_Hajk_S14	1	epithelial
I70_Hajk_S14	0	myeloid
I73_Hajk_S14	4	epithelial_malignant
I78_Hajk_S14	4	epithelial_malignant
I809_Hajk_S14	1	epithelial
I80_Hajk_S14	0	myeloid
I872_Hajk_S14	3	lymphoid
I88_Hajk_S14	4	epithelial_malignant
I900_Hajk_S14	2	myeloid
I92_Hajk_S14	4	epithelial_malignant
C150_Hajk_S15	1	epithelial
C227_Hajk_S15	3	lymphoid
C262_Hajk_S15	3	lymphoid
C2_Hajk_S15	0	myeloid
C379_Hajk_S15	1	epithelial
C589_Hajk_S15	4	epithelial_malignant
I106_Hajk_S15	4	epithelial_malignant
I108_Hajk_S15	0	myeloid
I110_Hajk_S15	5	fibroblast
I119_Hajk_S15	4	epithelial_malignant
I122_Hajk_S15	1	epithelial
I123_Hajk_S15	5	fibroblast
I146_Hajk_S15	1	epithelial
I159_Hajk_S15	6	endothelial
I161_Hajk_S15	4	epithelial_malignant
I190_Hajk_S15	3	lymphoid
I195_Hajk_S15	4	epithelial_malignant
I229_Hajk_S15	5	fibroblast
I235_Hajk_S15	5	fibroblast
I23_Hajk_S15	2	myeloid
I265_Hajk_S15	1	epithelial
I303_Hajk_S15	1	epithelial
I37_Hajk_S15	4	epithelial_malignant
I380_Hajk_S15	1	epithelial
I38_Hajk_S15	0	myeloid
I39_Hajk_S15	4	epithelial_malignant
I42_Hajk_S15	1	epithelial
I43_Hajk_S15	4	epithelial_malignant
I44_Hajk_S15	1	epithelial
I46_Hajk_S15	4	epithelial_malignant
I484_Hajk_S15	3	lymphoid
I49_Hajk_S15	4	epithelial_malignant
I54_Hajk_S15	4	epithelial_malignant
I55_Hajk_S15	6	endothelial
I57_Hajk_S15	4	epithelial_malignant
I62_Hajk_S15	1	epithelial
I641_Hajk_S15	5	fibroblast
I65_Hajk_S15	4	epithelial_malignant
I74_Hajk_S15	4	epithelial_malignant
I75_Hajk_S15	5	fibroblast
I77_Hajk_S15	4	epithelial_malignant
I80_Hajk_S15	4	epithelial_malignant
C10_Hajk_S16	3	lymphoid
C20_Hajk_S16	4	epithelial_malignant
C23_Hajk_S16	3	lymphoid
C24_Hajk_S16	6	endothelial
C28_Hajk_S16	1	epithelial
C36_Hajk_S16	4	epithelial_malignant
C40_Hajk_S16	5	fibroblast
C59_Hajk_S16	4	epithelial_malignant
C65_Hajk_S16	4	epithelial_malignant
C74_Hajk_S16	4	epithelial_malignant
I17_Hajk_S16	4	epithelial_malignant
I21_Hajk_S16	1	epithelial
I22_Hajk_S16	4	epithelial_malignant
I25_Hajk_S16	0	myeloid
I30_Hajk_S16	4	epithelial_malignant
I35_Hajk_S16	3	lymphoid
I37_Hajk_S16	5	fibroblast
I38_Hajk_S16	4	epithelial_malignant
I42_Hajk_S16	5	fibroblast
I44_Hajk_S16	4	epithelial_malignant
I47_Hajk_S16	4	epithelial_malignant
I52_Hajk_S16	3	lymphoid
I53_Hajk_S16	4	epithelial_malignant
I58_Hajk_S16	5	fibroblast
I62_Hajk_S16	5	fibroblast
C102_Hajk_S17	1	epithelial
C114_Hajk_S17	1	epithelial
C126_Hajk_S17	6	endothelial
C146_Hajk_S17	3	lymphoid
C21_Hajk_S17	5	fibroblast
C22_Hajk_S17	4	epithelial_malignant
C23_Hajk_S17	5	fibroblast
C24_Hajk_S17	1	epithelial
C27_Hajk_S17	0	myeloid
C32_Hajk_S17	5	fibroblast
C55_Hajk_S17	4	epithelial_malignant
C59_Hajk_S17	5	fibroblast
C5_Hajk_S17	3	lymphoid
C61_Hajk_S17	0	myeloid
C66_Hajk_S17	0	myeloid
C92_Hajk_S17	0	myeloid
C96_Hajk_S17	6	endothelial
C97_Hajk_S17	3	lymphoid
I102_Hajk_S17	4	epithelial_malignant
I120_Hajk_S17	0	myeloid
I128_Hajk_S17	5	fibroblast
I134_Hajk_S17	5	fibroblast
I14_Hajk_S17	1	epithelial
I27_Hajk_S17	1	epithelial
I28_Hajk_S17	1	epithelial
I36_Hajk_S17	4	epithelial_malignant
I37_Hajk_S17	4	epithelial_malignant
I39_Hajk_S17	6	endothelial
I42_Hajk_S17	1	epithelial
I46_Hajk_S17	4	epithelial_malignant
I47_Hajk_S17	4	epithelial_malignant
I49_Hajk_S17	0	myeloid
I51_Hajk_S17	2	myeloid
I52_Hajk_S17	5	fibroblast
I60_Hajk_S17	6	endothelial
I64_Hajk_S17	5	fibroblast
I68_Hajk_S17	4	epithelial_malignant
I70_Hajk_S17	4	epithelial_malignant
I73_Hajk_S17	3	lymphoid
I75_Hajk_S17	4	epithelial_malignant
I85_Hajk_S17	4	epithelial_malignant
I88_Hajk_S17	4	epithelial_malignant
C110_Hajk_S18	0	myeloid
C123_Hajk_S18	4	epithelial_malignant
C139_Hajk_S18	3	lymphoid
C15_Hajk_S18	1	epithelial
C166_Hajk_S18	1	epithelial
C189_Hajk_S18	0	myeloid
C18_Hajk_S18	3	lymphoid
C206_Hajk_S18	4	epithelial_malignant
C208_Hajk_S18	0	myeloid
C215_Hajk_S18	3	lymphoid
C216_Hajk_S18	3	lymphoid
C226_Hajk_S18	0	myeloid
C264_Hajk_S18	0	myeloid
C266_Hajk_S18	6	endothelial
C272_Hajk_S18	0	myeloid
C28_Hajk_S18	0	myeloid
C301_Hajk_S18	4	epithelial_malignant
C30_Hajk_S18	2	myeloid
C316_Hajk_S18	1	epithelial
C42_Hajk_S18	5	fibroblast
C44_Hajk_S18	4	epithelial_malignant
C4_Hajk_S18	3	lymphoid
C55_Hajk_S18	5	fibroblast
C64_Hajk_S18	1	epithelial
C66_Hajk_S18	1	epithelial
C71_Hajk_S18	0	myeloid
C85_Hajk_S18	1	epithelial
C9_Hajk_S18	1	epithelial
I101_Hajk_S18	6	endothelial
I102_Hajk_S18	4	epithelial_malignant
I114_Hajk_S18	5	fibroblast
I121_Hajk_S18	3	lymphoid
I123_Hajk_S18	1	epithelial
I124_Hajk_S18	1	epithelial
I127_Hajk_S18	4	epithelial_malignant
I128_Hajk_S18	5	fibroblast
I144_Hajk_S18	1	epithelial
I151_Hajk_S18	1	epithelial
I158_Hajk_S18	1	epithelial
I168_Hajk_S18	4	epithelial_malignant
I171_Hajk_S18	4	epithelial_malignant
I182_Hajk_S18	0	myeloid
I193_Hajk_S18	1	epithelial
I199_Hajk_S18	1	epithelial
I209_Hajk_S18	4	epithelial_malignant
I214_Hajk_S18	4	epithelial_malignant
I225_Hajk_S18	4	epithelial_malignant
I234_Hajk_S18	6	endothelial
I238_Hajk_S18	4	epithelial_malignant
I242_Hajk_S18	4	epithelial_malignant
I249_Hajk_S18	5	fibroblast
I250_Hajk_S18	1	epithelial
I268_Hajk_S18	1	epithelial
I271_Hajk_S18	1	epithelial
I280_Hajk_S18	1	epithelial
I288_Hajk_S18	1	epithelial
I339_Hajk_S18	5	fibroblast
I51_Hajk_S18	4	epithelial_malignant
I54_Hajk_S18	4	epithelial_malignant
I59_Hajk_S18	1	epithelial
I60_Hajk_S18	4	epithelial_malignant
I64_Hajk_S18	1	epithelial
I65_Hajk_S18	4	epithelial_malignant
I70_Hajk_S18	1	epithelial
I72_Hajk_S18	2	myeloid
I74_Hajk_S18	6	endothelial
I78_Hajk_S18	4	epithelial_malignant
I79_Hajk_S18	1	epithelial
I83_Hajk_S18	6	endothelial
I84_Hajk_S18	0	myeloid
I87_Hajk_S18	0	myeloid
I92_Hajk_S18	4	epithelial_malignant
I94_Hajk_S18	3	lymphoid
I96_Hajk_S18	4	epithelial_malignant
I99_Hajk_S18	6	endothelial
C146_Hajk_S19	2	myeloid
C15_Hajk_S19	3	lymphoid
C24_Hajk_S19	3	lymphoid
C522_Hajk_S19	4	epithelial_malignant
C536_Hajk_S19	0	myeloid
C580_Hajk_S19	3	lymphoid
C681_Hajk_S19	0	myeloid
C86_Hajk_S19	3	lymphoid
I112_Hajk_S19	4	epithelial_malignant
I122_Hajk_S19	0	myeloid
I124_Hajk_S19	5	fibroblast
I127_Hajk_S19	5	fibroblast
I147_Hajk_S19	1	epithelial
I155_Hajk_S19	1	epithelial
I165_Hajk_S19	1	epithelial
I178_Hajk_S19	0	myeloid
I17_Hajk_S19	6	endothelial
I183_Hajk_S19	0	myeloid
I185_Hajk_S19	1	epithelial
I186_Hajk_S19	3	lymphoid
I195_Hajk_S19	2	myeloid
I200_Hajk_S19	5	fibroblast
I223_Hajk_S19	1	epithelial
I274_Hajk_S19	1	epithelial
I281_Hajk_S19	5	fibroblast
I290_Hajk_S19	5	fibroblast
I310_Hajk_S19	0	myeloid
I320_Hajk_S19	0	myeloid
I321_Hajk_S19	1	epithelial
I324_Hajk_S19	4	epithelial_malignant
I340_Hajk_S19	0	myeloid
I354_Hajk_S19	1	epithelial
I357_Hajk_S19	1	epithelial
I35_Hajk_S19	4	epithelial_malignant
I37_Hajk_S19	4	epithelial_malignant
I38_Hajk_S19	4	epithelial_malignant
I39_Hajk_S19	4	epithelial_malignant
I418_Hajk_S19	1	epithelial
I428_Hajk_S19	5	fibroblast
I43_Hajk_S19	4	epithelial_malignant
I445_Hajk_S19	0	myeloid
I44_Hajk_S19	4	epithelial_malignant
I47_Hajk_S19	6	endothelial
I489_Hajk_S19	0	myeloid
I52_Hajk_S19	5	fibroblast
I565_Hajk_S19	5	fibroblast
I58_Hajk_S19	1	epithelial
I623_Hajk_S19	4	epithelial_malignant
I637_Hajk_S19	3	lymphoid
I65_Hajk_S19	1	epithelial
I70_Hajk_S19	5	fibroblast
I73_Hajk_S19	1	epithelial
I78_Hajk_S19	1	epithelial
I82_Hajk_S19	4	epithelial_malignant
I85_Hajk_S19	5	fibroblast
C114_Hajk_S20	6	endothelial
C115_Hajk_S20	4	epithelial_malignant
C117_Hajk_S20	4	epithelial_malignant
C122_Hajk_S20	6	endothelial
C21_Hajk_S20	5	fibroblast
C28_Hajk_S20	4	epithelial_malignant
C35_Hajk_S20	3	lymphoid
C3_Hajk_S20	4	epithelial_malignant
C50_Hajk_S20	4	epithelial_malignant
C54_Hajk_S20	4	epithelial_malignant
C60_Hajk_S20	3	lymphoid
C64_Hajk_S20	4	epithelial_malignant
C66_Hajk_S20	5	fibroblast
C74_Hajk_S20	1	epithelial
C76_Hajk_S20	1	epithelial
C86_Hajk_S20	5	fibroblast
C99_Hajk_S20	3	lymphoid
C9_Hajk_S20	4	epithelial_malignant
I108_Hajk_S20	4	epithelial_malignant
I115_Hajk_S20	4	epithelial_malignant
I128_Hajk_S20	4	epithelial_malignant
I15_Hajk_S20	4	epithelial_malignant
I19_Hajk_S20	1	epithelial
I25_Hajk_S20	5	fibroblast
I26_Hajk_S20	4	epithelial_malignant
I29_Hajk_S20	4	epithelial_malignant
I31_Hajk_S20	4	epithelial_malignant
I35_Hajk_S20	2	myeloid
I37_Hajk_S20	4	epithelial_malignant
I39_Hajk_S20	1	epithelial
I42_Hajk_S20	4	epithelial_malignant
I53_Hajk_S20	1	epithelial
I55_Hajk_S20	4	epithelial_malignant
I65_Hajk_S20	4	epithelial_malignant
I71_Hajk_S20	4	epithelial_malignant
I81_Hajk_S20	4	epithelial_malignant
I84_Hajk_S20	0	myeloid
I97_Hajk_S20	4	epithelial_malignant
C101_Hajk_S21	0	myeloid
C103_Hajk_S21	4	epithelial_malignant
C108_Hajk_S21	0	myeloid
C129_Hajk_S21	3	lymphoid
C184_Hajk_S21	0	myeloid
C18_Hajk_S21	3	lymphoid
C198_Hajk_S21	4	epithelial_malignant
C200_Hajk_S21	0	myeloid
C41_Hajk_S21	4	epithelial_malignant
C436_Hajk_S21	0	myeloid
C537_Hajk_S21	4	epithelial_malignant
C683_Hajk_S21	3	lymphoid
C701_Hajk_S21	3	lymphoid
I106_Hajk_S21	1	epithelial
I107_Hajk_S21	6	endothelial
I109_Hajk_S21	1	epithelial
I111_Hajk_S21	0	myeloid
I112_Hajk_S21	0	myeloid
I117_Hajk_S21	3	lymphoid
I121_Hajk_S21	4	epithelial_malignant
I128_Hajk_S21	1	epithelial
I129_Hajk_S21	4	epithelial_malignant
I131_Hajk_S21	5	fibroblast
I147_Hajk_S21	1	epithelial
I154_Hajk_S21	3	lymphoid
I156_Hajk_S21	4	epithelial_malignant
I158_Hajk_S21	4	epithelial_malignant
I160_Hajk_S21	5	fibroblast
I169_Hajk_S21	1	epithelial
I171_Hajk_S21	3	lymphoid
I173_Hajk_S21	5	fibroblast
I179_Hajk_S21	1	epithelial
I191_Hajk_S21	4	epithelial_malignant
I215_Hajk_S21	4	epithelial_malignant
I216_Hajk_S21	1	epithelial
I228_Hajk_S21	1	epithelial
I266_Hajk_S21	1	epithelial
I273_Hajk_S21	5	fibroblast
I283_Hajk_S21	4	epithelial_malignant
I285_Hajk_S21	2	myeloid
I339_Hajk_S21	0	myeloid
I348_Hajk_S21	4	epithelial_malignant
I34_Hajk_S21	4	epithelial_malignant
I362_Hajk_S21	1	epithelial
I379_Hajk_S21	4	epithelial_malignant
I381_Hajk_S21	4	epithelial_malignant
I389_Hajk_S21	1	epithelial
I39_Hajk_S21	4	epithelial_malignant
I406_Hajk_S21	1	epithelial
I419_Hajk_S21	4	epithelial_malignant
I43_Hajk_S21	4	epithelial_malignant
I466_Hajk_S21	1	epithelial
I479_Hajk_S21	4	epithelial_malignant
I49_Hajk_S21	0	myeloid
I503_Hajk_S21	3	lymphoid
I506_Hajk_S21	4	epithelial_malignant
I531_Hajk_S21	4	epithelial_malignant
I539_Hajk_S21	4	epithelial_malignant
I540_Hajk_S21	5	fibroblast
I563_Hajk_S21	0	myeloid
I59_Hajk_S21	6	endothelial
I60_Hajk_S21	1	epithelial
I62_Hajk_S21	4	epithelial_malignant
I635_Hajk_S21	3	lymphoid
I64_Hajk_S21	4	epithelial_malignant
I65_Hajk_S21	4	epithelial_malignant
I667_Hajk_S21	6	endothelial
I66_Hajk_S21	6	endothelial
I677_Hajk_S21	0	myeloid
I684_Hajk_S21	3	lymphoid
I68_Hajk_S21	4	epithelial_malignant
I723_Hajk_S21	1	epithelial
I75_Hajk_S21	5	fibroblast
I76_Hajk_S21	5	fibroblast
I79_Hajk_S21	0	myeloid
I80_Hajk_S21	4	epithelial_malignant
I82_Hajk_S21	5	fibroblast
I86_Hajk_S21	0	myeloid
I90_Hajk_S21	4	epithelial_malignant
I91_Hajk_S21	1	epithelial
I99_Hajk_S21	4	epithelial_malignant
C0_Lin_S01	3	lymphoid
C2_Lin_S01	5	fibroblast
C3_Lin_S01	4	epithelial_malignant
C5_Lin_S01	5	fibroblast
C6_Lin_S01	5	fibroblast
I6_Lin_S01	5	fibroblast
I8_Lin_S01	5	fibroblast
C0_Lin_S02	3	lymphoid
C9_Lin_S02	1	epithelial
I12_Lin_S02	3	lymphoid
I4_Lin_S02	0	myeloid
I6_Lin_S02	4	epithelial_malignant
I7_Lin_S02	4	epithelial_malignant
C0_Lin_S03	5	fibroblast
C1_Lin_S03	5	fibroblast
C2_Lin_S03	1	epithelial
C4_Lin_S03	4	epithelial_malignant
C7_Lin_S03	1	epithelial
C8_Lin_S03	0	myeloid
C9_Lin_S03	5	fibroblast
I12_Lin_S03	1	epithelial
I8_Lin_S03	5	fibroblast
I12_Lin_S04	4	epithelial_malignant
I13_Lin_S04	4	epithelial_malignant
I15_Lin_S04	4	epithelial_malignant
I17_Lin_S04	4	epithelial_malignant
I20_Lin_S04	4	epithelial_malignant
I30_Lin_S04	4	epithelial_malignant
I3_Lin_S04	5	fibroblast
I9_Lin_S04	4	epithelial_malignant
C200_Lin_S05	4	epithelial_malignant
I11_Lin_S05	5	fibroblast
I12_Lin_S05	5	fibroblast
I147_Lin_S05	4	epithelial_malignant
I15_Lin_S05	5	fibroblast
I160_Lin_S05	4	epithelial_malignant
I16_Lin_S05	4	epithelial_malignant
I19_Lin_S05	5	fibroblast
I278_Lin_S05	4	epithelial_malignant
I27_Lin_S05	4	epithelial_malignant
I45_Lin_S05	4	epithelial_malignant
I49_Lin_S05	0	myeloid
I50_Lin_S05	3	lymphoid
I66_Lin_S05	0	myeloid
I84_Lin_S05	4	epithelial_malignant
C0_Lin_S06	1	epithelial
C2_Lin_S06	1	epithelial
C3_Lin_S06	0	myeloid
C4_Lin_S06	5	fibroblast
C5_Lin_S06	4	epithelial_malignant
C7_Lin_S06	1	epithelial
C8_Lin_S06	6	endothelial
I7_Lin_S06	1	epithelial
C1_Lin_S07	5	fibroblast
C2_Lin_S07	3	lymphoid
C3_Lin_S07	0	myeloid
C4_Lin_S07	1	epithelial
C5_Lin_S07	0	myeloid
C6_Lin_S07	1	epithelial
C7_Lin_S07	0	myeloid
C8_Lin_S07	6	endothelial
C9_Lin_S07	4	epithelial_malignant
I8_Lin_S07	1	epithelial
C1_Lin_S08	4	epithelial_malignant
C2_Lin_S08	5	fibroblast
C4_Lin_S08	1	epithelial
C5_Lin_S08	4	epithelial_malignant
I5_Lin_S08	1	epithelial
I6_Lin_S08	0	myeloid
C0_Lin_S09	4	epithelial_malignant
C11_Lin_S09	6	endothelial
C2_Lin_S09	4	epithelial_malignant
C5_Lin_S09	1	epithelial
C6_Lin_S09	1	epithelial
C7_Lin_S09	5	fibroblast
C8_Lin_S09	0	myeloid
I10_Lin_S09	0	myeloid
I8_Lin_S09	4	epithelial_malignant
C0_Lin_S10	1	epithelial
C10_Lin_S10	4	epithelial_malignant
C13_Lin_S10	1	epithelial
C15_Lin_S10	4	epithelial_malignant
C21_Lin_S10	4	epithelial_malignant
C2_Lin_S10	4	epithelial_malignant
C3_Lin_S10	4	epithelial_malignant
C4_Lin_S10	0	myeloid
C6_Lin_S10	4	epithelial_malignant
I14_Lin_S10	4	epithelial_malignant
I15_Lin_S10	4	epithelial_malignant
I16_Lin_S10	4	epithelial_malignant
I22_Lin_S10	4	epithelial_malignant
I7_Lin_S10	5	fibroblast
C10_Lin_S11	4	epithelial_malignant
C12_Lin_S11	0	myeloid
C22_Lin_S11	4	epithelial_malignant
C35_Lin_S11	4	epithelial_malignant
C61_Lin_S11	4	epithelial_malignant
I10_Lin_S11	4	epithelial_malignant
